,Unnamed: 0,Şəhər,Marka,Model,Buraxılış ili,Ban növü,Rəng,Mühərrik,Yürüş,Sürətlər qutusu,Ötürücü,Yeni,Vəziyyəti,Qiyməti,Yerlərin sayı,Sahiblər,Hansı bazar üçün yığılıb
8218,8218,Sumqayıt,Hyundai,Sonata,2010,Sedan,Yaş Asfalt,2.0 L/165 a.g./Benzin,176 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 800 AZN,5.0,1.0,Koreya
8219,8219,Bakı,Chevrolet,Cruze,2014,Sedan,Ağ,1.4 L/141 a.g./Benzin,245 457 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",14 650 AZN,5.0,3.0,Amerika
8220,8220,Lənkəran,LADA (VAZ),2107,2007,Sedan,Ağ,1.6 L/75 a.g./Benzin,32 500 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",5 900 AZN,4.0,1.0,Digər
8221,8221,Bakı,Mercedes,E 220,2000,Sedan,Qara,2.2 L/143 a.g./Dizel,630 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 700 AZN,5.0,2.0,Avropa
8222,8222,Bakı,Land Rover,Defender,1997,Offroader / SUV,Qara,3.5 L/134 a.g./Benzin,16 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 000 USD,7.0,2.0,Avropa
8223,8223,Bakı,Opel,Astra,2009,Universal,Boz,1.4 L/90 a.g./Benzin,182 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 800 AZN,5.0,1.0,Avropa
8224,8224,Bakı,Kia,Cerato,2014,Hetçbek,Gümüşü,1.6 L/130 a.g./Benzin,73 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 900 AZN,5.0,1.0,Avropa
8225,8225,Bakı,Toyota,Camry,2015,Sedan,Qara,2.5 L/181 a.g./Benzin,110 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 500 AZN,5.0,1.0,Avropa
8226,8226,Bakı,Audi,Q8,2019,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,32 800 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",78 500 USD,5.0,1.0,Rəsmi diler
8227,8227,Bakı,Hyundai,Elantra,2014,Sedan,Ağ,1.8 L/150 a.g./Benzin,170 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 000 AZN,5.0,2.0,Avropa
8228,8228,Bakı,Mitsubishi,Outlander,2022,Offroader / SUV,Ağ,2.5 L/181 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",41 900 USD,7.0,1.0,Avropa
8229,8229,Bakı,Renault,Koleos,2022,Offroader / SUV,Qara,2.0 L/144 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",31 900 USD,5.0,1.0,Avropa
8230,8230,Bakı,Kia,Sorento,2021,Offroader / SUV,Qara,1.6 L/230 a.g./Hibrid,44 500 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",39 500 USD,5.0,1.0,Koreya
8231,8231,Bakı,Nissan,Tiida,2012,Hetçbek,Qırmızı,1.5 L/109 a.g./Benzin,48 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 500 AZN,5.0,1.0,Yaponiya
8232,8232,Bakı,Mercedes,E 240,1999,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,373 373 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",12 800 AZN,4.0,1.0,Avropa
8233,8233,Bakı,Volkswagen,Multivan,2017,Minivan,Qara,2.0 L/204 a.g./Benzin,85 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 000 USD,7.0,1.0,Avropa
8234,8234,Bakı,Opel,Astra,2006,Hetçbek,Bej,1.3 L/90 a.g./Dizel,242 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 950 AZN,4.0,2.0,Avropa
8235,8235,Bakı,BMW,528,1996,Sedan,Qara,2.8 L/193 a.g./Benzin,329 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 600 AZN,5.0,1.0,Avropa
8236,8236,Bakı,Hyundai,Sonata,2014,Sedan,Ağ,2.0 L/274 a.g./Benzin,155 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 200 AZN,5.0,1.0,Avropa
8237,8237,Bakı,Mercedes,E 250,2014,Sedan,Ağ,2.2 L/204 a.g./Dizel,163 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",25 200 USD,5.0,1.0,Avropa
8238,8238,Bakı,Audi,Q8,2018,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,58 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",72 900 USD,5.0,2.0,Rəsmi diler
8239,8239,Bakı,Volkswagen,Amarok,2017,Pikap,Ağ,2.0 L/180 a.g./Dizel,102 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",33 500 USD,5.0,1.0,Avropa
8240,8240,Bakı,Opel,Astra,2009,Universal,Boz,1.4 L/90 a.g./Benzin,182 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 800 AZN,5.0,1.0,Avropa
8241,8241,Bakı,Kia,Cerato,2014,Hetçbek,Gümüşü,1.6 L/130 a.g./Benzin,73 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",22 900 AZN,5.0,1.0,Avropa
8242,8242,Bakı,Toyota,Camry,2015,Sedan,Qara,2.5 L/181 a.g./Benzin,110 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 500 AZN,5.0,1.0,Avropa
8243,8243,Bakı,Audi,Q8,2019,Offroader / SUV,Qara,3.0 L/340 a.g./Benzin,32 800 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",78 500 USD,5.0,1.0,Rəsmi diler
8244,8244,Bakı,Hyundai,Elantra,2014,Sedan,Ağ,1.8 L/150 a.g./Benzin,170 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 000 AZN,5.0,2.0,Avropa
8245,8245,Bakı,Porsche,Panamera 4S,2012,Liftbek,Ağ,3.6 L/300 a.g./Benzin,121 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",31 500 USD,4.0,1.0,Avropa
8246,8246,Bakı,Mercedes,S 500,2013,Sedan,Ağ,4.7 L/435 a.g./Benzin,160 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",55 000 USD,5.0,2.0,Avropa
8247,8247,Bakı,Ford,Tourneo Connect,2011,Furqon,Mavi,1.8 L/110 a.g./Dizel,190 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",17 000 AZN,5.0,1.0,Digər
8248,8248,Bakı,Lexus,ES 300h,2021,Sedan,Ağ,2.5 L/215 a.g./Hibrid,34 700 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",51 000 USD,5.0,1.0,Avropa
8249,8249,Bakı,Hyundai,Santa Fe,2008,Offroader / SUV,Boz,2.2 L/197 a.g./Dizel,290 799 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 700 AZN,5.0,2.0,Avropa
8250,8250,Bakı,BMW,328,2013,Sedan,Qara,2.0 L/245 a.g./Benzin,99 779 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",27 000 AZN,4.0,2.0,Amerika
8251,8251,Bakı,Chevrolet,Cruze,2014,Sedan,Ağ,1.4 L/140 a.g./Benzin,134 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 200 AZN,5.0,1.0,Amerika
8252,8252,Bakı,Opel,Astra,2009,Hetçbek,Yaş Asfalt,1.3 L/90 a.g./Dizel,197 800 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 900 AZN,5.0,1.0,Dubay
8253,8253,Bakı,Ford,Fusion,2013,Sedan,Qara,1.5 L/181 a.g./Benzin,144 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",18 900 AZN,5.0,1.0,Avropa
8254,8254,Bakı,Kia,Sorento,2017,Offroader / SUV,Boz,2.0 L/184 a.g./Dizel,91 700 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",47 900 AZN,5.0,1.0,Koreya
8255,8255,Qazax,Mercedes,C 180,1998,Sedan,Gümüşü,1.8 L/122 a.g./Benzin,345 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 800 AZN,5.0,1.0,Avropa
8256,8256,Bakı,BMW,520e,2021,Sedan,Göy,2.0 L/204 a.g./Plug-in Hibrid,4 200 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",72 500 USD,5.0,1.0,Avropa
8257,8257,Bərdə,Mercedes,C 240,1998,Sedan,Ağ,2.4 L/170 a.g./Benzin,349 309 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 000 AZN,5.0,1.0,Rəsmi diler
8258,8258,Bakı,LADA (VAZ),2107,2005,Sedan,Ağ,1.6 L/75 a.g./Benzin,25 500 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 900 AZN,5.0,2.0,Rusiya
8259,8259,Bakı,BMW,328,2015,Sedan,Yaş Asfalt,2.0 L/245 a.g./Benzin,145 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 USD,5.0,1.0,Avropa
8260,8260,Bakı,Land Rover,Defender,2021,Offroader / SUV,Qara,3.0 L/400 a.g./Benzin,1 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",155 000 USD,5.0,1.0,Avropa
8261,8261,Bakı,BMW,X5,2022,Offroader / SUV,Yaş Asfalt,3.0 L/340 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",108 000 EUR,5.0,0.0,Rəsmi diler
8262,8262,Bakı,Mercedes,E 300 e,2022,Sedan,Qara,2.0 L/300 a.g./Plug-in Hibrid,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",84 500 USD,5.0,1.0,Rəsmi diler
8263,8263,Quba,GAZ,3110,2003,Sedan,Boz,2.4 L/131 a.g./Benzin,245 378 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 600 AZN,5.0,1.0,Avropa
8264,8264,Bakı,Chevrolet,Blazer,2020,Offroader / SUV,Yaş Asfalt,2.0 L/227 a.g./Benzin,40 900 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 900 USD,5.0,1.0,Amerika
8265,8265,Bakı,Toyota,Highlander,2022,Offroader / SUV,Yaş Asfalt,2.5 L/249 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",59 500 USD,7.0,1.0,Dubay
8266,8266,Sumqayıt,Mercedes,E 320,1999,Sedan,Qara,3.2 L/224 a.g./Benzin,395 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 900 AZN,5.0,1.0,Avropa
8267,8267,Bakı,Land Rover,RR Sport,2022,Offroader / SUV,Qara,3.0 L/400 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",220 000 USD,7.0,1.0,Rəsmi diler
8268,8268,Bakı,Hyundai,Sonata,2015,Sedan,Ağ,1.6 L/177 a.g./Benzin,175 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",20 000 AZN,5.0,1.0,Avropa
8269,8269,Bakı,Subaru,Forester,2007,Offroader / SUV,Yaş Asfalt,2.0 L/158 a.g./Benzin,155 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 500 AZN,5.0,1.0,Rəsmi diler
8270,8270,Bakı,Lexus,ES 300h,2020,Sedan,Qara,2.5 L/215 a.g./Hibrid,30 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",43 000 USD,5.0,1.0,Amerika
8271,8271,Bakı,Volkswagen,Caddy,2008,Furqon,Ağ,2.0 L/140 a.g./Dizel,240 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 800 AZN,2.0,2.0,Avropa
8272,8272,Bakı,Toyota,Corolla,2022,Sedan,Ağ,1.8 L/136 a.g./Hibrid,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",26 200 USD,5.0,1.0,Digər
8273,8273,Bakı,Mercedes,G 55 Brabus K8,2011,Offroader / SUV,Ağ,5.5 L/530 a.g./Benzin,127 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",57 000 USD,5.0,2.0,Avropa
8274,8274,Bakı,Kia,Sorento,2018,Offroader / SUV,Boz,2.0 L/184 a.g./Dizel,145 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",45 000 AZN,5.0,2.0,Koreya
8275,8275,Bakı,Kia,Rio,2007,Hetçbek,Qara,1.5 L/110 a.g./Dizel,190 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",12 400 AZN,4.0,2.0,Avropa
8276,8276,Bakı,BMW,328,2015,Sedan,Yaş Asfalt,2.0 L/245 a.g./Benzin,145 500 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 900 USD,5.0,1.0,Avropa
8277,8277,Bakı,Land Rover,Defender,2021,Offroader / SUV,Qara,3.0 L/400 a.g./Benzin,1 500 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",155 000 USD,5.0,1.0,Avropa
8278,8278,Bakı,BMW,X5,2022,Offroader / SUV,Yaş Asfalt,3.0 L/340 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",108 000 EUR,5.0,0.0,Rəsmi diler
8279,8279,Bakı,Mercedes,E 300 e,2022,Sedan,Qara,2.0 L/300 a.g./Plug-in Hibrid,0 km,Avtomat,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",84 500 USD,5.0,1.0,Rəsmi diler
8280,8280,Quba,GAZ,3110,2003,Sedan,Boz,2.4 L/131 a.g./Benzin,245 378 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 600 AZN,5.0,1.0,Avropa
8281,8281,Zaqatala,LADA (VAZ),2106,1986,Sedan,Ağ,1.5 L/65 a.g./Benzin,61 214 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",3 500 AZN,5.0,2.0,Avropa
8282,8282,Bakı,Hyundai,Santa Fe,2013,Offroader / SUV,Göy,2.0 L/265 a.g./Benzin,121 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",30 600 AZN,5.0,2.0,Amerika
8283,8283,Bakı,BMW,520,2013,Sedan,Qara,2.0 L/184 a.g./Dizel,290 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",34 800 AZN,5.0,1.0,Avropa
8284,8284,Bakı,LADA (VAZ),21099,1995,Sedan,Yaşıl,1.5 L/78 a.g./Benzin,666 600 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 600 AZN,5.0,1.0,Avropa
8285,8285,Qax,LADA (VAZ),2115,2008,Sedan,Gümüşü,1.6 L/80 a.g./Benzin,237 247 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 300 AZN,5.0,2.0,Avropa
8286,8286,Bakı,Kia,Rio,2013,Sedan,Ağ,1.6 L/123 a.g./Benzin,85 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",16 900 AZN,5.0,1.0,Avropa
8287,8287,Bakı,Lexus,ES 250,2019,Sedan,Ağ,2.5 L/200 a.g./Benzin,51 300 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",44 500 USD,5.0,1.0,Rəsmi diler
8288,8288,Bakı,Mercedes,GLE 350 Coupe,2022,Offroader / SUV,Qara,2.0 L/333 a.g./Plug-in Hibrid,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",124 000 USD,5.0,1.0,Avropa
8289,8289,Bakı,Subaru,Legacy,2006,Sedan,Qara,2.0 L/180 a.g./Benzin,280 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 500 AZN,4.0,2.0,Rəsmi diler
8290,8290,Bakı,Lifan,720,2015,Sedan,Ağ,1.8 L/128 a.g./Benzin,300 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",8 000 AZN,5.0,2.0,Avropa
8291,8291,Bakı,BMW,316,1994,Sedan,Boz,1.6 L/99 a.g./Benzin,441 256 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 300 AZN,5.0,1.0,Avropa
8292,8292,Bakı,LADA (VAZ),2106,1991,Sedan,Mavi,1.5 L/75 a.g./Benzin,230 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",3 000 AZN,5.0,1.0,Avropa
8293,8293,Bakı,Mercedes,C 180,1999,Sedan,Qara,1.8 L/122 a.g./Benzin,220 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 500 AZN,5.0,1.0,Avropa
8294,8294,Quba,Chevrolet,Aveo,2006,Sedan,Mavi,1.4 L/100 a.g./Benzin,261 347 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 200 AZN,5.0,2.0,Avropa
8295,8295,Bakı,Hyundai,Santa Fe,2008,Offroader / SUV,Gümüşü,2.0 L/184 a.g./Dizel,192 224 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",21 800 AZN,7.0,1.0,Avropa
8296,8296,Bakı,Mercedes,S 350,2011,Sedan,Qara,3.5 L/306 a.g./Benzin,195 896 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 700 USD,5.0,2.0,Avropa
8297,8297,Bakı,Hyundai,Elantra,2018,Sedan,Göy,2.0 L/150 a.g./Benzin,122 300 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",25 800 AZN,5.0,1.0,Amerika
8298,8298,Qazax,LADA (VAZ),2115,2011,Sedan,Yaş Asfalt,1.5 L/75 a.g./Benzin,256 550 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 700 AZN,5.0,1.0,Avropa
8299,8299,Gəncə,Mercedes,E 200,1999,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,218 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 300 AZN,5.0,1.0,Avropa
8300,8300,Bakı,Bentley,Continental GT,2022,Kupe,Yaşıl,4.0 L/549 a.g./Benzin,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",339 000 EUR,5.0,1.0,Rəsmi diler
8301,8301,Bakı,Isuzu,NMR 77 H,2022,Yük maşını,Ağ,3.0 L/105 a.g./Dizel,0 km,Mexaniki,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",55 900 AZN,5.0,1.0,Avropa
8302,8302,Bakı,Geely,Coolray,2023,Offroader / SUV,Mavi,1.5 L/150 a.g./Benzin,0 km,Avtomat,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",39 900 AZN,5.0,1.0,Rəsmi diler
8303,8303,Bakı,DFSK,Glory 330 S,2022,Minivan,Yaş Asfalt,1.5 L/115 a.g./Benzin,0 km,Mexaniki,Arxa,Bəli,"Vuruğu yoxdur, rənglənməyib",26 900 AZN,5.0,1.0,Avropa
8304,8304,Bakı,Lexus,LS 600h,2013,Sedan,Qara,5.0 L/394 a.g./Hibrid,174 000 km,Variator,Tam,Xeyr,"Vuruğu yoxdur, rənglənib",32 500 USD,4.0,2.0,Avropa
8305,8305,Bakı,Foton,Aumark TX,2020,Yük maşını,Gümüşü,3.7 L/113 a.g./Dizel,42 km,Mexaniki,Ön,Bəli,"Vuruğu yoxdur, rənglənməyib",50 000 AZN,5.0,1.0,Digər
8306,8306,Bakı,BMW,X5,2020,Offroader / SUV,Ağ,4.4 L/530 a.g./Benzin,20 400 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",130 000 USD,5.0,1.0,Avropa
8307,8307,Bakı,Lexus,LX 500d,2022,Offroader / SUV,Qara,3.3 L/299 a.g./Dizel,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",155 000 USD,7.0,0.0,Rəsmi diler
8308,8308,Bakı,BMW,X7,2022,Offroader / SUV,Qara,3.0 L/400 a.g./Dizel,0 km,Avtomat,Tam,Bəli,"Vuruğu yoxdur, rənglənməyib",153 000 USD,7.0,0.0,Avropa
8309,8309,Bakı,Opel,Astra,2007,Universal,Gümüşü,1.7 L/110 a.g./Dizel,422 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 500 AZN,7.0,1.0,Amerika
8310,8310,Bakı,Toyota,Prado,2010,Offroader / SUV,Ağ,2.7 L/167 a.g./Benzin,192 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",44 000 AZN,5.0,0.0,Avropa
8311,8311,Bakı,Toyota,Land Cruiser,2013,Offroader / SUV,Qara,4.0 L/282 a.g./Benzin,74 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",46 000 USD,7.0,1.0,Avropa
8312,8312,Bakı,Mercedes,S 350,2011,Sedan,Qara,3.5 L/306 a.g./Benzin,195 896 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",24 700 USD,5.0,2.0,Avropa
8313,8313,Bakı,Hyundai,Elantra,2018,Sedan,Göy,2.0 L/150 a.g./Benzin,122 300 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənib",25 800 AZN,5.0,1.0,Amerika
8314,8314,Qazax,LADA (VAZ),2115,2011,Sedan,Yaş Asfalt,1.5 L/75 a.g./Benzin,256 550 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 700 AZN,5.0,1.0,Avropa
8315,8315,Gəncə,Mercedes,E 200,1999,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,218 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",15 300 AZN,5.0,1.0,Avropa
8316,8316,Sumqayıt,BMW,525,2001,Sedan,Gümüşü,2.5 L/192 a.g./Benzin,250 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 900 AZN,5.0,1.0,Avropa
8317,8317,Bakı,LADA (VAZ),2104,2000,Universal,Mavi,1.6 L/75 a.g./Benzin,52 864 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",6 000 AZN,5.0,1.0,Avropa
8318,8318,Bakı,Hyundai,Accent,2001,Sedan,Qara,1.5 L/106 a.g./Benzin,254 909 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 800 AZN,5.0,1.0,Rəsmi diler
8319,8319,Bakı,Opel,Vectra,1995,Sedan,Yaş Asfalt,2.0 L/136 a.g./Benzin,280 350 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",4 400 AZN,5.0,1.0,Avropa
8320,8320,Bakı,Mercedes,E 220,1993,Sedan,Göy,2.2 L/150 a.g./Benzin,482 461 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",9 255 AZN,5.0,2.0,Avropa
8321,8321,Bakı,Mercedes,E 220,2000,Sedan,Qara,2.2 L/143 a.g./Dizel,403 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",16 800 AZN,5.0,2.0,Avropa
8322,8322,Bakı,Hyundai,i30,2008,Universal,Qara,1.6 L/115 a.g./Dizel,195 350 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 300 AZN,5.0,3.0,Avropa
8323,8323,Bakı,BMW,528,2014,Sedan,Boz,2.0 L/245 a.g./Benzin,166 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",36 500 AZN,5.0,1.0,Amerika
8324,8324,Bakı,Mercedes,E 240,1999,Sedan,Gümüşü,2.4 L/170 a.g./Benzin,447 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 500 AZN,5.0,2.0,Avropa
8325,8325,Bakı,Kia,Ceed,2009,Universal,Qara,1.4 L/109 a.g./Benzin,154 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",13 900 AZN,5.0,1.0,Avropa
8326,8326,Gəncə,LADA (VAZ),2115,2012,Sedan,Yaş Asfalt,1.6 L/80 a.g./Benzin,130 000 km,Mexaniki,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",10 200 AZN,5.0,1.0,Digər
8327,8327,Bakı,Kia,Sorento,2011,Offroader / SUV,Ağ,2.0 L/184 a.g./Dizel,221 000 km,Avtomat,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",27 400 AZN,7.0,1.0,Koreya
8328,8328,Bakı,Mercedes,GL 550,2008,Offroader / SUV,Ağ,5.5 L/382 a.g./Benzin,218 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",19 800 USD,7.0,2.0,Amerika
8329,8329,Bakı,GAZ,3110,1999,Sedan,Ağ,2.4 L/131 a.g./Benzin,358 467 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",2 800 AZN,5.0,1.0,Avropa
8330,8330,Sumqayıt,Daewoo,Gentra,2014,Sedan,Ağ,1.5 L/107 a.g./Benzin,151 641 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",11 600 AZN,5.0,0.0,Avropa
8331,8331,Bakı,Mercedes,C 200,1998,Sedan,Gümüşü,2.0 L/136 a.g./Benzin,235 000 km,Avtomat,Arxa,Xeyr,"Vuruğu yoxdur, rənglənib",13 800 AZN,5.0,1.0,Avropa
8332,8332,Sumqayıt,Ford,Transit,2007,Yük maşını,Ağ,2.4 L/140 a.g./Dizel,180 000 km,Mexaniki,Arxa,Xeyr,"Vuruğu yoxdur, rənglənməyib",29 000 AZN,3.0,0.0,Avropa
8333,8333,Bakı,Toyota,Prado,2006,Offroader / SUV,Qara,4.0 L/249 a.g./Benzin,366 000 km,Avtomat,Tam,Xeyr,"Vuruğu yoxdur, rənglənməyib",28 000 AZN,7.0,1.0,Rəsmi diler
8334,8334,Bakı,Hyundai,i30,2010,Hetçbek,Qara,1.6 L/116 a.g./Dizel,197 700 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",14 900 AZN,5.0,1.0,Avropa
8335,8335,Şamaxı,LADA (VAZ),2115,2009,Sedan,Qara,1.6 L/80 a.g./Benzin,240 000 km,Mexaniki,Ön,Xeyr,"Vuruğu yoxdur, rənglənməyib",8 000 AZN,5.0,3.0,Rusiya
